"STATION","NAME","DATE","TAVG"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-15","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-16","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-17","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-18","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-19","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-20","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-21","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-22","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-23","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-24","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-25","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-26","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-27","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-28","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-29","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-30","68"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-05-31","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-01","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-02","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-03","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-04","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-05","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-06","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-07","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-08","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-09","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-10","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-11","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-12","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-13","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-14","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-15","75"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-16","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-17","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-18","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-19","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-20","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-21","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-22","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-23","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-24","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-25","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-26","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-27","89"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-28","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-29","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-06-30","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-01","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-02","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-03","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-04","81"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-05","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-06","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-07","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-08","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-09","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-10","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-11","89"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-12","91"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-13","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-14","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-15","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-16","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-17","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-18","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-19","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-20","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-21","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-22","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-23","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-24","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-25","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-26","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-27","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-28","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-29","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-30","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-07-31","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-01","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-02","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-03","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-04","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-05","80"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-06","75"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-07","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-08","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-09","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-10","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-11","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-12","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-13","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-14","90"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-15","92"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-16","96"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-17","95"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-18","93"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-19","91"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-20","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-21","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-22","86"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-23","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-24","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-25","85"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-26","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-27","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-28","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-29","84"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-30","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-08-31","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-01","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-02","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-03","82"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-04","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-05","88"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-06","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-07","87"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-08","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-09","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-10","75"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-11","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-12","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-13","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-14","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-15","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-16","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-17","75"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-18","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-19","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-20","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-21","75"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-22","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-23","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-24","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-25","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-26","73"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-27","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-28","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-29","83"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-09-30","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-01","79"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-02","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-03","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-04","77"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-05","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-06","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-07","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-08","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-09","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-10","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-11","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-12","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-13","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-14","70"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-15","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-16","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-17","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-18","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-19","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-20","68"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-21","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-22","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-23","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-24","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-25","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-26","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-27","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-28","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-29","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-30","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-10-31","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-01","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-02","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-03","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-04","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-05","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-06","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-07","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-08","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-09","40"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-10","43"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-11","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-12","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-13","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-14","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-15","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-16","57"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-17","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-18","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-19","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-20","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-21","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-22","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-23","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-24","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-25","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-26","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-27","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-28","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-29","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-11-30","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-01","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-02","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-03","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-04","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-05","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-06","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-07","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-08","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-09","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-10","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-11","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-12","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-13","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-14","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-15","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-16","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-17","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-18","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-19","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-20","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-21","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-22","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-23","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-24","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-25","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-26","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-27","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-28","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-29","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-30","43"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2020-12-31","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-01","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-02","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-03","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-04","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-05","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-06","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-07","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-08","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-09","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-10","45"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-11","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-12","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-13","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-14","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-15","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-16","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-17","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-18","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-19","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-20","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-21","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-22","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-23","43"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-24","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-25","35"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-26","39"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-27","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-28","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-29","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-30","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-01-31","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-01","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-02","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-03","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-04","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-05","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-06","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-07","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-08","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-09","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-10","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-11","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-12","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-13","46"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-14","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-15","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-16","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-17","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-18","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-19","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-20","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-21","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-22","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-23","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-24","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-25","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-26","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-27","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-02-28","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-01","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-02","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-03","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-04","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-05","56"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-06","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-07","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-08","52"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-09","47"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-10","40"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-11","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-12","44"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-13","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-14","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-15","41"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-16","42"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-17","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-18","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-19","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-20","49"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-21","48"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-22","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-23","50"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-24","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-25","51"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-26","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-27","57"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-28","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-29","60"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-30","59"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-03-31","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-01","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-02","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-03","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-04","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-05","53"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-08","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-09","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-10","61"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-11","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-12","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-13","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-14","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-15","58"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-16","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-17","64"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-18","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-19","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-20","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-21","59"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-22","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-23","65"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-24","62"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-25","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-26","54"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-27","55"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-28","63"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-29","71"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-04-30","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-01","72"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-02","66"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-03","69"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-04","74"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-05","78"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-06","76"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-07","67"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-08","68"
"USR0000CTRM","TRIMMER CALIFORNIA, CA US","2021-05-09","71"
